ID,klambda,CT,CTT,CGGH,CGGHH,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
2573,5.5486665,0.0011266101,-1.4984148,1.1677732,-0.800664,0.0041676536,0.0016408085,0.0003281617,0.0007055477,0.0030519038,0.0070226607,0.012913163,0.017244898,0.024037845,0.026581097,0.027959377,0.030240102,0.030601079,0.0286157,0.029058719,0.026072448,0.025137186,0.023529194,0.022380628,0.020346025,0.020067088,0.019689701,0.017934037,0.016227596,0.013897648,0.0140945455,0.01311006,0.012207615,0.010845744,0.010730888,0.009155711,0.008761917,0.008368123,0.0074000466,0.006743723,0.0063171126,0.0055131167,0.005578749,0.005135731,0.0047419365,0.0044958154,0.004233286,0.0034128816,0.0033964736,0.0035113303,0.00308472,0.0029206392,0.0032323927,0.0025432531,0.0021658672,0.002477621,0.0019689703,0.0019033379,0.0019525621,0.0016736247,0.001739257,0.0016244005,0.0012306063,0.0013126468,0.0012634225,0.0011649741,0.0012141983,0.0011157498,0.0010665256,0.0010501174,0.0010829336,0.00077118,0.0008860366,0.0006891396,0.00080399617,0.00073836383,0.0007055477,0.0006727315,0.0004430183,0.00062350725,0.0005578749,0.0004430183,0.00037738596,0.0005578749,0.000574283
3405,1.3626137,0.06209801,-0.20936467,-0.26759318,1.5214057,0.011459286,0.015338563,0.016458523,0.016539678,0.017903106,0.017724562,0.016279977,0.016198821,0.016507216,0.015484645,0.014315993,0.014689311,0.014867856,0.014851625,0.014494536,0.014770469,0.013342115,0.012416932,0.012806483,0.012059844,0.01111843,0.011832606,0.011232048,0.010599028,0.010712647,0.010225709,0.009332988,0.010436716,0.009073287,0.008570118,0.009446607,0.008456498,0.007920867,0.007547547,0.0074663907,0.0068820645,0.0066710575,0.00720669,0.0058594933,0.0056971805,0.0056971805,0.0052264733,0.005648487,0.005275167,0.0056971805,0.0048369225,0.0048369225,0.004788229,0.004236365,0.004236365,0.003830583,0.004187671,0.0038792768,0.0035708824,0.0035221886,0.0033436446,0.0036845014,0.002856706,0.0031164065,0.0027593183,0.0032300255,0.002629468,0.0025320803,0.0026781617,0.002580774,0.00240223,0.0026456993,0.0023697675,0.0020289104,0.0020451418,0.0022723798,0.001834135,0.0019315227,0.0018990602,0.00176921,0.0014932781,0.001834135,0.0017205161,0.0018665977,0.0013958904
3430,3.267829,2.100274,2.0113196,-2.9483843,3.0757864,0.010025755,0.019229725,0.02884459,0.035501033,0.049142633,0.04980006,0.058100067,0.06352384,0.072399095,0.07601494,0.08645159,0.09014961,0.091053575,0.09779219,0.09705259,0.09705259,0.09795655,0.091053575,0.089081295,0.08834169,0.08858822,0.07732979,0.077822864,0.0712486,0.07157731,0.06738622,0.065085225,0.05990799,0.055306006,0.058428783,0.05259412,0.0496357,0.045115896,0.050950557,0.046184212,0.040842623,0.035254497,0.03706242,0.03418618,0.031638652,0.031556472,0.029830728,0.030981224,0.02925548,0.027118843,0.024078246,0.024078246,0.02292775,0.020873291,0.019804973,0.020462401,0.020298043,0.019558439,0.018161407,0.016353484,0.014956453,0.013723779,0.01462774,0.013395065,0.0134772435,0.010929716,0.013395065,0.012819817,0.011011894,0.010601003,0.011422786,0.010436646,0.011340608,0.009368328,0.00780694,0.008628723,0.008464366,0.00780694,0.0058346605,0.0061633736,0.0073960484,0.0071495133,0.0070673353,0.0055881254,0.0052594123
1220,-1.8884244,2.0175343,0.53823274,1.3083029,-0.489064,0.13024342,0.14147969,0.15698357,0.14585535,0.14407267,0.15066317,0.15903635,0.15412048,0.14455885,0.13002734,0.11171439,0.095562264,0.07935611,0.06585099,0.053534314,0.0458634,0.03484322,0.029981377,0.025065511,0.019231297,0.017664703,0.013721206,0.010533997,0.01085812,0.010047813,0.007184726,0.00432164,0.0045377216,0.0031872094,0.0035653529,0.002484943,0.002592984,0.0024309224,0.0017286559,0.0015665945,0.001296492,0.0016206149,0.0010263894,0.000648246,0.0013505125,0.000972369,0.00070226646,0.0005942255,0.00043216397,0.00075628696,0.000540205,0.000540205,0.0002701025,0.000540205,0.0004861845,0.000540205,0.0001620615,5.4020496e-05,0.000324123,0.000324123,5.4020496e-05,0.00037814348,0.00010804099,0.0001620615,5.4020496e-05,0.00021608199,0.000324123,0.0001620615,0.00043216397,0.0002701025,5.4020496e-05,0.0001620615,0.000324123,0.00021608199,5.4020496e-05,5.4020496e-05,5.4020496e-05,0.0002701025,5.4020496e-05,0.0001620615,0.00010804099,5.4020496e-05,0.00010804099,0.00010804099,0.00021608199
4129,6.0437336,0.0927646,-1.7876875,0.77885157,-0.2742856,0.0016058775,0.0004496457,0.00038541062,0.0018307004,0.004303752,0.007049802,0.0137784295,0.01928659,0.023815164,0.027476564,0.030126262,0.02949997,0.029965675,0.030736497,0.028504327,0.025854629,0.02636851,0.025099866,0.02373487,0.022080816,0.02020194,0.018515768,0.018146416,0.015946364,0.014725897,0.013649959,0.012863079,0.011305378,0.011048437,0.011000261,0.009554971,0.008238152,0.008029387,0.0070337434,0.00616657,0.0062147463,0.005363631,0.00484975,0.0043358696,0.004319811,0.004159223,0.0039344,0.0034847544,0.0033884016,0.0031956963,0.0026015216,0.002569404,0.0024891102,0.0021358172,0.0021197584,0.0017664653,0.0016219363,0.0018146416,0.0016379951,0.0012525845,0.001429231,0.0011080555,0.0011241143,0.00093140895,0.0010438204,0.0010598792,0.0006905273,0.0006744686,0.0006744686,0.00061023346,0.00077082124,0.00056205713,0.00061023346,0.0005138808,0.00038541062,0.0005299396,0.00028905796,0.00040146938,0.00027299917,0.00024088164,0.000497822,0.00040146938,0.0003372343,0.0002569404,0.0003372343
2349,0.69450384,1.3876742,-0.9364967,-2.4228208,-3.8988864,0.26418382,0.34030458,0.3652854,0.3947439,0.41454,0.40770563,0.42137438,0.43645713,0.4256164,0.39568657,0.36552107,0.3143811,0.32451484,0.27973792,0.27125385,0.2460374,0.21610755,0.2024388,0.177458,0.17604399,0.15860456,0.14776383,0.13362375,0.13362375,0.114534646,0.11170663,0.09850922,0.10275125,0.0890825,0.08389781,0.08460481,0.07258574,0.07187874,0.06716538,0.065044366,0.05656032,0.056088984,0.051139954,0.048783276,0.04595526,0.048311938,0.039356556,0.03676421,0.042891577,0.03629287,0.033464856,0.0353502,0.032050848,0.032286517,0.02450947,0.026866151,0.02828016,0.028044492,0.02450947,0.02474514,0.025687812,0.016261091,0.017439432,0.018617772,0.021445788,0.021917123,0.019796113,0.020738784,0.017439432,0.018853439,0.016025424,0.0134330755,0.016496759,0.01060506,0.014611416,0.013668744,0.0117834,0.012019068,0.008248379,0.012254735,0.0075413757,0.010840728,0.010369392,0.008955384,0.008719716
2992,0.37791356,1.0579449,-2.4621933,-5.3079143,0.34824076,0.056851253,0.07221645,0.08051366,0.08334086,0.0923756,0.100119665,0.12113926,0.12771557,0.13207929,0.12777703,0.120155886,0.11566925,0.10509799,0.09710808,0.090408854,0.08241895,0.07123308,0.061645195,0.05801901,0.054761585,0.048000894,0.04462055,0.03927346,0.038228627,0.03478682,0.03023872,0.028456356,0.023969717,0.021634206,0.021019598,0.020036224,0.018253861,0.015303742,0.014013065,0.013705761,0.012599466,0.011616094,0.011616094,0.008174288,0.008665974,0.0086045135,0.008543053,0.007744062,0.007129454,0.005900238,0.00682215,0.005961699,0.004240796,0.004855404,0.004671022,0.0037491096,0.004179335,0.0037491096,0.003318884,0.0033803447,0.0032574232,0.001966746,0.0025198932,0.002335511,0.0021511284,0.0014750595,0.0018438244,0.0019052852,0.0014135987,0.0015979811,0.001659442,0.0013521379,0.0010448338,0.0017823635,0.0009219122,0.0014135987,0.0008604514,0.0009219122,0.00079899054,0.0012292162,0.0008604514,0.0010448338,0.0009219122,0.00024584326,0.0007375298
912,8.17646,3.6569555,2.4862525,-0.28899807,-2.7223797,0.058005325,0.03926568,0.017934013,0.0051840506,0.0035727918,0.011208759,0.02998343,0.055168107,0.061788283,0.06623676,0.069109,0.06476561,0.058495708,0.051665373,0.044414707,0.0391606,0.035132453,0.030053483,0.026971076,0.023608448,0.020420957,0.01800407,0.015341989,0.014010948,0.013520565,0.012014388,0.011629087,0.012189525,0.009737609,0.010403129,0.009772636,0.009807664,0.009177171,0.009177171,0.0077060214,0.008967007,0.008161377,0.008967007,0.009177171,0.008196405,0.009177171,0.010192965,0.009737609,0.008371541,0.0088619245,0.007741049,0.008336514,0.008266459,0.008756842,0.0071455836,0.008091323,0.007530885,0.008056295,0.0077760764,0.007565912,0.0071455836,0.006690228,0.0060247076,0.005674434,0.0059896805,0.005674434,0.0060247076,0.0051490236,0.0054292423,0.0059896805,0.005639407,0.005008914,0.00546427,0.0045885853,0.005289133,0.0044134487,0.0041332296,0.0045535583,0.004378421,0.0050789686,0.0044484762,0.004378421,0.00399312,0.0034326822,0.004063175
16,1.6638714,-1.3367466,0.77831423,2.197244,-0.046075284,0.002970072,0.002785964,0.0020951787,0.0014667773,0.0010057467,0.0006238368,0.0004138625,0.0008794578,0.0014561265,0.001859338,0.0022473342,0.0023797092,0.0023629721,0.0023188472,0.0023507997,0.002183429,0.002026709,0.001869989,0.0018334717,0.0016691439,0.0015854585,0.0014606911,0.0013572255,0.0012476736,0.0011868115,0.0011213848,0.00090075954,0.0009174966,0.0008551129,0.00081250945,0.000756212,0.00077903527,0.0006603541,0.0005660178,0.0005599316,0.0005508023,0.0005508023,0.00044885822,0.00047776772,0.0004229918,0.00039103918,0.00039103918,0.00031800463,0.00031952618,0.00029670287,0.00023127609,0.00024192696,0.00025257783,0.00023127609,0.00024192696,0.00018106484,0.0001658493,0.00016889241,0.00015519843,0.00018715105,0.00015367688,0.00013389668,0.000120202705,0.000115638046,0.00010042251,9.8900964e-05,0.00011411649,8.520698e-05,7.607766e-05,7.912077e-05,7.1513e-05,6.5426786e-05,7.455611e-05,7.7599216e-05,7.1513e-05,4.5646597e-05,3.651728e-05,5.629747e-05,4.4125045e-05,4.260349e-05,3.347417e-05,3.347417e-05,4.260349e-05,3.195262e-05,3.195262e-05
